"Story","Title","Result","Date","Stability","Duration (s)"
"Verificar que se pueda agregar un producto a la pagina de floristeria","Verificar que se pueda eliminar el carrito","PENDING","2023-10-26T17:13:25.3005839-05:00[America/Bogota]","0.0","0.24"
